WKT;identificatie;rdf_seealso;bouwjaar;status;gebruiksdoel;oppervlakte_min;oppervlakte_max;aantal_verblijfsobjecten;fuuid
"POLYGON ((79422.396 454683.973,79422.417 454684.05,79422.331 454684.074,79421.525 454684.289,79419.741 454684.746,79419.732 454684.677,79416.554 454682.728,79425.404 454668.143,79430.591 454671.284,79422.396 454683.973))";"0518100000203453";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000203453;"1899";Pand in gebruik;"winkelfunctie,woonfunctie";"30";"86";"6";pand.eb132c73-24a0-4390-8c60-7e2df8676e7d
"POLYGON ((80517.817 454896.405,80515.285 454900.138,80507.177 454894.639,80509.679 454890.855,80509.821 454890.946,80517.817 454896.405))";"0518100000203467";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000203467;"1928";Pand in gebruik;woonfunctie;"35";"82";"2";pand.cc3aedc4-b245-49de-bc3b-d4e029ff9f02
"POLYGON ((79560.438 454193.325,79558.627 454197.493,79555.194 454196.074,79554.834 454195.928,79556.373 454192.156,79554.613 454191.36,79552.505 454190.406,79550.93 454194.298,79550.879 454194.424,79547.35 454192.999,79544.148 454191.706,79541.851 454190.764,79541.553 454190.578,79542.539 454188.314,79543.539 454186.101,79545.178 454182.472,79549.251 454173.555,79554.233 454175.803,79554.981 454176.14,79559.615 454178.226,79561.488 454179.07,79565.844 454181.031,79560.438 454193.325))";"0518100000203477";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000203477;"1904";Pand in gebruik;"overige gebruiksfunctie,woonfunctie";"66";"113";"4";pand.b9f08d31-0902-4e9f-af44-9db6bc7652dc
"POLYGON ((80269.933 454344.263,80266.298 454342.059,80272.692 454331.607,80276.259 454333.758,80269.933 454344.263),(80269.292 454340.061,80268.346 454341.626,80270.073 454342.67,80271.019 454341.105,80269.292 454340.061))";"0518100000206562";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206562;"1882";Pand in gebruik;woonfunctie;"64";"64";"1";pand.d91fa186-f483-46d1-b2b6-63eba8a87089
"POLYGON ((80616.461 454544.378,80613.872 454549.113,80609.193 454546.575,80608.179 454546.025,80606.406 454548.598,80603.613 454552.651,80600.673 454556.916,80597.687 454561.249,80594.994 454565.157,80591.85 454569.719,80590.315 454568.669,80588.779 454567.618,80588.059 454568.664,80592.103 454571.45,80596.281 454574.328,80600.708 454577.378,80604.676 454580.111,80608.868 454582.999,80612.874 454585.759,80607.63 454593.394,80603.623 454590.635,80599.423 454587.744,80595.46 454585.016,80591.017 454581.957,80586.838 454579.081,80578.339 454573.23,80578.228 454573.154,80584.167 454564.504,80580.552 454562.02,80580.788 454561.678,80599.211 454534.953,80602.317 454530.447,80602.539 454530.125,80606.025 454531.247,80609.639 454532.829,80610.613 454533.389,80612.938 454534.725,80614.923 454536.162,80616.019 454536.956,80619.03 454539.68,80616.461 454544.378))";"0518100000204827";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000204827;"1994";Pand in gebruik;woonfunctie;"16";"135";"57";pand.5e6468c8-c4a0-476b-85fb-e001b9422dd4
"POLYGON ((80355.389 454155.69,80351.247 454153.246,80356.579 454144.205,80360.722 454146.649,80355.389 454155.69))";"0518100000204829";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000204829;"1997";Pand in gebruik;woonfunctie;"117";"117";"1";pand.e2538965-5067-4dba-bb6b-ad6a78236299
"POLYGON ((80333.386 454142.713,80329.253 454140.274,80334.588 454131.234,80338.722 454133.672,80333.386 454142.713))";"0518100000204830";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000204830;"1997";Pand in gebruik;woonfunctie;"117";"117";"1";pand.d4e6268a-fe46-4c45-b219-969058f2d497
"POLYGON ((79554.676 454903.192,79551.583 454906.957,79551.644 454907.017,79551.477 454907.219,79543.743 454900.846,79545.378 454898.862,79541.378 454895.565,79543.015 454893.579,79554.676 454903.192))";"0518100000206001";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206001;"1894";Pand in gebruik;woonfunctie;"54";"86";"2";pand.0a4b60fd-cd5a-48e5-9073-065460df9971
"POLYGON ((79502.956 454966.048,79502.868 454965.981,79499.015 454970.657,79480.857 454955.656,79482.76 454953.414,79482.902 454953.246,79486.238 454955.956,79493.164 454961.626,79495.021 454959.39,79502.956 454966.048))";"0518100000206002";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206002;"1895";Pand in gebruik;woonfunctie;"20";"96";"6";pand.19008752-0dd5-44e0-aa76-bf98a5001860
"POLYGON ((79503.226 454337.705,79501.34 454341.226,79491.146 454335.859,79493.082 454332.303,79503.226 454337.705))";"0518100000206608";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206608;"1897";Pand in gebruik;woonfunctie;"65";"65";"1";pand.97637a37-67e3-424b-9eba-867fc3b20744
"POLYGON ((79509.247 454419.027,79505.604 454417.163,79510.94 454407.239,79512.622 454407.99,79511.082 454410.807,79513.044 454411.88,79509.247 454419.027))";"0518100000204883";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000204883;"1897";Pand in gebruik;woonfunctie;"64";"64";"1";pand.f841b31b-4995-452d-870b-65cdc55c2eb1
"POLYGON ((79535.19 454395.661,79531.58 454393.818,79535.456 454386.669,79537.396 454387.674,79538.811 454384.94,79540.499 454385.712,79535.19 454395.661))";"0518100000208053";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208053;"1891";Pand in gebruik;woonfunctie;"63";"63";"1";pand.5493174b-5f83-4fae-9fa6-7ffe91ac3433
"POLYGON ((79521.38 454136.545,79522.017 454136.827,79519.288 454142.597,79509.042 454138.044,79508.783 454135.13,79516.589 454129.671,79520.761 454135.634,79521.38 454136.545))";"0518100000208066";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208066;"1902";Pand in gebruik;"winkelfunctie,woonfunctie";"104";"104";"2";pand.c910a2d0-86e1-4529-93d0-bbde8309abdf
"POLYGON ((79695.73 454114.529,79689.678 454125.174,79681.538 454120.492,79681.741 454120.138,79683.991 454116.214,79685.346 454113.85,79687.627 454109.872,79693.939 454113.5,79695.73 454114.529))";"0518100000204897";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000204897;"1991";Pand in gebruik;woonfunctie;"80";"84";"4";pand.49873307-71df-47d1-98a7-25c852a83580
"POLYGON ((79447.892 454780.824,79443.44 454777.648,79448.965 454770.031,79452.752 454772.723,79453.298 454773.112,79447.892 454780.824))";"0518100000208583";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208583;"1897";Pand in gebruik;woonfunctie;"112";"112";"1";pand.57eb63f0-d09b-4291-85d3-b802e876c76d
"POLYGON ((79473.033 454187.83,79467.192 454185.406,79468.92 454181.841,79469.913 454179.662,79471.303 454176.794,79474.659 454178.167,79476.73 454179.0,79473.033 454187.83))";"0518100000206652";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206652;"1901";Pand in gebruik;woonfunctie;"64";"76";"2";pand.bfdb3bba-b6b9-481c-8db6-34a678a507b0
"POLYGON ((80589.896 454957.646,80582.019 454953.76,80582.02 454953.452,80580.408 454952.653,80580.952 454951.663,80583.336 454947.324,80583.972 454946.165,80587.746 454939.298,80597.076 454944.382,80593.425 454951.117,80589.896 454957.646))";"0518100000206664";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206664;"1935";Pand in gebruik;woonfunctie;"65";"93";"6";pand.797f0e63-6e15-493f-a56f-a62c32b30bdd
"POLYGON ((80319.681 454223.077,80316.653 454221.209,80318.249 454218.51,80317.187 454217.855,80322.953 454208.074,80327.039 454210.594,80319.681 454223.077))";"0518100000204921";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000204921;"1993";Pand in gebruik;woonfunctie;"127";"127";"1";pand.2b9526ae-d248-464f-a453-f2e4545ce3a9
"POLYGON ((80622.754 454760.804,80620.709 454759.645,80618.491 454758.387,80622.517 454752.645,80623.266 454753.246,80625.512 454754.986,80626.137 454754.297,80625.429 454753.699,80625.999 454752.868,80624.203 454751.399,80623.542 454751.099,80626.671 454746.827,80631.269 454742.503,80631.388 454742.61,80632.024 454743.186,80634.415 454745.349,80629.726 454750.34,80622.754 454760.804))";"0518100000208616";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208616;"1700";Pand in gebruik;"winkelfunctie,woonfunctie";"120";"184";"2";pand.1eb99a45-e6cb-455a-9b99-812484788e6b
"POLYGON ((79496.542 454680.424,79493.331 454684.386,79485.53 454678.104,79488.743 454674.142,79496.542 454680.424))";"0518100000209615";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000209615;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.f2221c8b-6e85-438c-a2fe-0cb5eb8ee84c
"POLYGON ((79490.118 454688.348,79486.907 454692.309,79479.104 454686.026,79482.318 454682.064,79490.118 454688.348))";"0518100000209616";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000209616;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.30840dfc-80b5-402f-bbfb-6eb9d4317302
"POLYGON ((80288.318 454296.871,80287.309 454296.259,80284.654 454294.65,80290.301 454285.202,80291.747 454286.096,80290.683 454287.848,80292.735 454289.094,80288.318 454296.871))";"0518100000208149";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208149;"1882";Pand in gebruik;woonfunctie;"63";"63";"1";pand.9ae45bef-07af-402a-af4a-83a574878248
"POLYGON ((80380.461 454170.486,80376.059 454167.888,80381.393 454158.844,80381.761 454159.061,80383.277 454156.377,80387.288 454158.761,80385.751 454161.415,80385.796 454161.442,80380.461 454170.486))";"0518100000204968";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000204968;"1997";Pand in gebruik;woonfunctie;"117";"117";"1";pand.e7dd20e7-3495-470d-9600-009bdaddbe16
"POLYGON ((80195.352 454485.75,80189.724 454483.843,80193.938 454471.783,80195.807 454472.479,80196.955 454469.02,80198.802 454469.648,80199.905 454470.023,80200.229 454470.134,80200.608 454470.265,80195.352 454485.75))";"0518100000206706";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206706;"1931";Pand in gebruik;woonfunctie;"23";"87";"6";pand.b89a9ee0-7071-49ab-992d-e2336dd4aa6c
"POLYGON ((80160.865 454474.062,80155.188 454472.134,80159.375 454460.098,80161.902 454460.934,80165.37 454450.712,80168.459 454451.818,80165.323 454460.747,80163.625 454460.169,80163.21 454461.389,80164.932 454461.974,80160.865 454474.062))";"0518100000206707";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206707;"1896";Pand in gebruik;woonfunctie;"94";"177";"2";pand.761d81de-5a1f-4656-88c8-480d387b5599
"POLYGON ((80155.702 454857.584,80163.372 454862.667,80160.578 454866.21,80160.753 454866.343,80159.104 454868.413,80158.092 454869.683,80157.917 454869.557,80154.821 454873.464,80153.361 454875.35,80146.715 454870.124,80148.057 454868.294,80148.138 454868.183,80146.391 454866.923,80146.044 454866.673,80146.168 454866.502,80142.417 454863.954,80137.756 454860.789,80132.851 454857.458,80133.386 454856.642,80128.828 454853.516,80135.367 454844.109,80139.761 454847.021,80144.707 454850.299,80149.403 454853.41,80153.533 454856.147,80155.702 454857.584))";"0518100000204981";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000204981;"1984";Pand in gebruik;woonfunctie;"47";"64";"26";pand.12338c1f-78fa-450f-ac12-bf01796c2998
"POLYGON ((79450.0 454098.891,79452.597 454100.0,79453.094 454100.212,79451.766 454103.216,79450.824 454105.657,79447.594 454104.216,79448.629 454101.862,79444.328 454099.922,79444.053 454100.572,79443.584 454100.729,79442.292 454100.136,79441.637 454101.631,79439.671 454100.809,79439.379 454101.497,79435.808 454099.954,79427.548 454096.508,79430.111 454090.461,79450.0 454098.891))";"0518100000208168";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208168;"1905";Pand in gebruik;woonfunctie;"45";"115";"4";pand.d8894288-68ef-4faa-8883-db5c377e8328
"POLYGON ((80273.456 454935.476,80268.299 454942.821,80265.138 454947.74,80262.653 454952.057,80259.962 454956.1,80258.662 454958.053,80256.857 454960.765,80253.027 454958.392,80253.182 454958.149,80255.716 454954.18,80257.204 454951.85,80258.571 454949.849,80261.433 454945.657,80259.187 454944.124,80261.205 454941.17,80261.398 454941.302,80262.14 454940.214,80259.273 454938.255,80256.512 454942.296,80252.332 454939.565,80247.728 454936.557,80252.238 454929.905,80255.289 454925.405,80255.236 454925.32,80255.573 454925.109,80255.902 454924.982,80257.104 454924.79,80257.496 454924.84,80257.477 454924.929,80260.901 454927.189,80265.024 454929.911,80269.96 454933.169,80273.456 454935.476))";"0518100000204984";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000204984;"1917";Pand in gebruik;"industriefunctie,kantoorfunctie,overige gebruiksfunctie,woonfunctie";"40";"144";"10";pand.027e0512-5ec1-4406-819a-6ee4bae3f773
"POLYGON ((79448.127 454150.793,79436.405 454159.085,79429.284 454148.702,79428.855 454148.031,79440.805 454139.676,79448.127 454150.793))";"0518100000206737";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206737;"1902";Pand in gebruik;"winkelfunctie,woonfunctie";"45";"260";"5";pand.17ae391c-fa60-4bee-b0d9-4f4e52a36530
"POLYGON ((79999.169 454230.225,79996.209 454228.945,79996.157 454229.064,79995.915 454228.958,79985.129 454224.076,79988.689 454217.079,79991.973 454210.624,79992.152 454210.304,80002.255 454215.014,80002.111 454215.345,79999.308 454221.803,80000.855 454222.546,80001.647 454220.699,80004.66 454222.059,80003.874 454224.002,80002.234 454223.266,79999.169 454230.225))";"0518100000209663";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000209663;"1928";Pand in gebruik;woonfunctie;"68";"123";"6";pand.2d03828a-70e8-4715-bc3d-16f43651bd4d
"POLYGON ((80464.539 454182.047,80464.292 454181.904,80463.852 454182.608,80461.682 454181.314,80461.209 454182.182,80459.645 454181.283,80459.164 454181.006,80456.022 454179.198,80454.619 454181.62,80452.482 454180.356,80454.371 454177.047,80454.112 454176.891,80459.489 454167.448,80464.666 454170.428,80469.58 454173.257,80464.539 454182.047))";"0518100000204995";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000204995;"1938";Pand in gebruik;woonfunctie;"43";"63";"6";pand.edf46d54-08f4-421c-be9d-7f5b3c780b82
"POLYGON ((80562.458 454720.931,80562.382 454721.064,80558.068 454718.355,80557.881 454718.658,80556.568 454717.924,80560.751 454711.618,80563.492 454707.54,80568.719 454710.72,80574.523 454714.252,80572.977 454717.001,80567.106 454713.56,80562.458 454720.931))";"0518100000208705";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208705;"1900";Pand in gebruik;industriefunctie;"244";"244";"1";pand.cad7a817-6dba-4b28-b33b-e0377ad9f365
"POLYGON ((79528.797 454640.637,79525.586 454644.598,79517.795 454638.324,79521.009 454634.363,79528.797 454640.637))";"0518100000210546";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000210546;"2005";Pand in gebruik;woonfunctie;"135";"135";"1";pand.40fa503b-71f5-44fc-a7d8-760feef5ee75
"POLYGON ((80064.315 454310.451,80059.804 454313.119,80054.375 454303.786,80058.82 454301.156,80064.315 454310.451))";"0518100000205006";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000205006;"1905";Pand in gebruik;woonfunctie;"73";"78";"2";pand.29e5905b-0ab6-46f1-91dd-228be2f84c7b
"POLYGON ((80301.923 454324.034,80301.235 454325.2,80300.506 454326.419,80300.33 454326.714,80298.337 454325.533,80296.893 454324.663,80302.94 454314.299,80303.768 454314.801,80306.664 454316.558,80301.923 454324.034))";"0518100000206213";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206213;"1882";Pand in gebruik;woonfunctie;"64";"64";"1";pand.f019d481-4ced-43cb-8df8-bf287e1b128b
"POLYGON ((80327.473 454339.421,80326.532 454340.984,80322.908 454338.819,80322.729 454338.712,80323.674 454337.151,80328.151 454329.597,80328.201 454329.504,80331.072 454331.279,80331.121 454331.267,80331.5 454332.82,80331.446 454332.816,80327.473 454339.421))";"0518100000206217";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206217;"1882";Pand in gebruik;woonfunctie;"96";"96";"1";pand.2a3cd438-8e01-4fc6-88f5-35a33cac72ab
"POLYGON ((79972.843 454410.231,79967.126 454408.298,79973.693 454389.442,79976.771 454390.626,79974.359 454397.835,79976.861 454398.7,79972.843 454410.231))";"0518100000206240";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000206240;"1933";Pand in gebruik;woonfunctie;"132";"143";"2";pand.0ce6091c-e36e-4d4f-ae49-edf879a9b5d0
"POLYGON ((80239.357 454286.017,80237.477 454284.876,80236.539 454286.423,80238.44 454287.576,80237.109 454289.591,80236.996 454289.523,80237.567 454288.594,80234.09 454286.454,80240.309 454276.225,80243.902 454278.42,80239.357 454286.017))";"0518100000208738";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208738;"1882";Pand in gebruik;woonfunctie;"65";"65";"1";pand.6248cb11-8bbe-4546-9833-f65179f3b57b
"POLYGON ((79931.95 454099.435,79941.466 454082.92,79942.788 454080.626,79961.187 454092.043,79964.825 454094.301,79953.312 454112.789,79949.724 454110.546,79949.567 454110.448,79931.95 454099.435))";"0518100000211578";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000211578;"1987";Verbouwing pand;bijeenkomstfunctie;"998";"998";"1";pand.b8b523cb-3130-4e29-8689-a239955ccb14
"POLYGON ((80474.852 454401.755,80475.952 454399.737,80477.693 454396.541,80479.79 454397.59,80482.588 454399.302,80487.6 454401.928,80486.978 454403.168,80484.692 454407.309,80474.852 454401.755))";"0518100000207239";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000207239;"1908";Pand in gebruik;"kantoorfunctie,woonfunctie";"139";"139";"1";pand.1c3bbc46-f391-4e2e-aca4-719f18b73914
"POLYGON ((79623.02 454475.368,79627.314 454467.361,79631.81 454469.768,79627.513 454477.778,79623.02 454475.368))";"0518100000208245";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208245;"2011";Pand in gebruik;woonfunctie;"120";"120";"1";pand.83f0d5a6-e72a-4e1f-9a27-f9e9112cc40e
"POLYGON ((80019.25 454411.325,80014.811 454424.441,80008.836 454422.412,80013.142 454409.259,80016.17 454410.269,80017.641 454405.902,80020.34 454397.844,80023.456 454398.895,80019.858 454409.597,80017.983 454409.011,80017.44 454410.738,80019.25 454411.325))";"0518100000208791";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208791;"1932";Pand in gebruik;woonfunctie;"73";"144";"3";pand.cb470d51-ca42-46a3-848f-0600e2bce15c
"POLYGON ((79426.627 454308.44,79416.508 454306.581,79416.804 454304.736,79415.776 454304.57,79415.998 454303.189,79415.426 454303.097,79414.925 454306.216,79405.188 454304.289,79406.304 454298.45,79406.412 454298.471,79406.495 454298.083,79406.612 454298.108,79407.554 454292.935,79407.44 454292.9,79407.563 454292.203,79407.74 454292.234,79408.729 454287.092,79408.534 454287.048,79408.601 454286.72,79408.484 454286.707,79409.579 454280.814,79409.677 454280.832,79422.164 454282.913,79431.143 454284.613,79426.627 454308.44))";"0518100000208254";http://bag.basisregistraties.overheid.nl/bag/id/pand/0518100000208254;"1895";Pand in gebruik;"industriefunctie,woonfunctie";"23";"652";"25";pand.4a51ebe5-87d3-4f40-9353-8e0c5a99789f
